H10E_onMeter_1,H10E_onMeter_2,H10E_onMeter_3,H15N_onMeter_2,H25S_onMeter_1,H25S_onMeter_2
1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
1800.0,1800.0,1800.0,1552.7593287229522,1800.0,1800.0
1800.0,1768.4842536622136,1800.0,893.8561601305125,1800.0,1800.0
1800.0,1246.3584126377784,1800.0,566.062032241542,1800.0,1659.7378957234207
1800.0,724.2532115127442,1800.0,200.0,1800.0,825.8811993946682
1800.0,200.0,1648.5534160248976,246.72213020483366,1800.0,200.0
1800.0,200.0,1733.8931854647244,200.0,1800.0,200.0
1800.0,200.0,1302.1007665140648,461.01123099984795,1800.0,200.0
1800.0,200.0,1464.5487311900085,826.8756380449066,1800.0,200.0
1800.0,200.0,1632.3528786743295,200.0,1800.0,200.0
1800.0,749.4947313429211,1685.3899117781998,232.39438281170834,1800.0,200.0
1800.0,609.917534249593,984.6558301050537,376.4579215421859,1800.0,200.0
1420.0,207.0,200.0,282.0,442.0,200.0
1776.0,251.0,429.0,357.0,512.0,200.0
1657.0,200.0,1800.0,587.0,300.0,200.0
1661.0,200.0,1800.0,527.0,289.0,203.0
1521.0,257.0,824.0,372.0,200.0,200.0
1671.0,200.0,1560.0,669.0,200.0,200.0
1612.0,221.0,892.0,338.0,200.0,200.0
1600.0,245.0,270.0,397.0,200.0,205.0
1563.0,222.0,881.0,400.0,200.0,200.0
1786.0,200.0,1800.0,339.0,281.0,237.0
1588.0,251.0,1159.0,433.0,200.0,200.0
1623.0,200.0,1800.0,633.0,262.0,201.0
1645.0,244.0,1557.0,492.0,200.0,200.0
1729.0,219.0,1800.0,427.0,200.0,200.0
1508.0,200.0,1800.0,589.0,445.0,208.0
1744.0,200.0,1800.0,200.0,200.0,200.0
1634.0,200.0,1800.0,685.0,274.0,200.0
1713.0,204.0,1800.0,264.0,200.0,200.0
1800.0,298.0,1309.0,308.0,200.0,204.0
1784.0,324.0,645.0,423.0,447.0,224.0
1800.0,772.0,357.0,477.0,359.0,233.0
1800.0,850.0,647.0,608.0,1246.0,254.0
1800.0,900.0,308.0,623.0,809.0,284.0
1572.0,758.0,200.0,373.0,322.0,214.0
1800.0,883.0,543.0,581.0,992.0,277.0
1800.0,893.0,404.0,518.0,711.0,273.0
1800.0,1030.0,270.0,602.0,812.0,318.0
1800.0,907.0,310.0,602.0,731.0,291.0
1330.0,536.0,200.0,387.0,200.0,200.0
1507.0,696.0,200.0,270.0,200.0,200.0
1643.0,802.0,200.0,402.0,239.0,222.0
1800.0,854.0,619.0,591.0,1030.0,263.0
1800.0,1036.0,313.0,700.0,898.0,309.0
1800.0,861.0,501.0,505.0,955.0,287.0
1800.0,1078.0,316.0,512.0,213.0,250.0
1582.0,813.0,266.0,451.0,326.0,251.0
1800.0,1097.0,257.0,707.0,882.0,310.0
1800.0,949.0,491.0,638.0,1122.0,292.0
1800.0,817.0,611.0,559.0,849.0,267.0
1800.0,703.0,826.0,560.0,1318.0,258.0
1800.0,899.0,425.0,550.0,834.0,277.0
1696.0,855.0,200.0,440.0,375.0,261.0
1800.0,867.0,369.0,472.0,581.0,273.0
1534.0,779.0,200.0,406.0,212.0,236.0
