H10E_onMeter_1,H10E_onMeter_2,H10E_onMeter_3,H10E_onMeter_4,H10E_onMeter_5,H10E_onMeter_6,H10E_onMeter_7,H10E_onMeter_8
0.0,0.0,0.0,1800.0,1179.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1250.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1227.0,200.0,200.0,1800.0
0.0,0.0,0.0,1790.0,1150.0,200.0,200.0,1800.0
0.0,0.0,0.0,1774.0,1119.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1160.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1122.0,200.0,200.0,1800.0
0.0,0.0,0.0,1729.0,1162.0,200.0,200.0,1800.0
0.0,0.0,0.0,1758.0,1168.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1140.0,200.0,200.0,1800.0
0.0,0.0,0.0,1698.0,1188.0,200.0,200.0,1800.0
0.0,0.0,0.0,1634.0,1152.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1214.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1231.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1175.0,200.0,200.0,1800.0
0.0,0.0,0.0,1769.0,1179.0,200.0,200.0,1800.0
0.0,0.0,0.0,1592.0,1115.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1250.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1386.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1132.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1168.0,200.0,200.0,1800.0
0.0,0.0,0.0,1627.0,1188.0,200.0,200.0,1800.0
0.0,0.0,0.0,1766.0,1158.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1209.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1291.0,200.0,200.0,1800.0
0.0,0.0,0.0,1638.0,1131.0,200.0,200.0,1800.0
0.0,0.0,0.0,1670.0,1149.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1372.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1295.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1236.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1261.0,200.0,200.0,1800.0
0.0,0.0,0.0,1673.0,1149.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1180.0,200.0,200.0,1800.0
