H10E_in,H10E_out,H10W_in,H10W_out,H15N_in,H15N_out,H15S_in,H15S_out,H20E_in,H20E_out,H20W_in,H20W_out,H25N_in,H25N_out,H25S_in,H25S_out
30.685,31.427500000000002,12.8125,31.440000000000005,31.29,30.279999999999998,31.87,31.2575,31.2975,30.815,31.810000000000002,31.2275,32.1225,31.2125,31.927500000000002,30.3925
30.3025,29.9175,12.149999999999999,31.07,32.005,29.947499999999998,31.5975,31.085,32.137499999999996,30.744999999999997,31.735,30.677500000000002,32.0725,31.0775,32.3275,29.935
30.7825,30.815000000000005,12.425,31.230000000000004,32.335,29.9775,32.02,31.302500000000002,32.1725,30.2575,30.9075,30.947499999999998,31.832499999999996,31.177500000000002,31.14,30.64
31.072499999999998,29.990000000000002,11.697500000000002,31.6975,31.3675,30.33,32.5025,32.1575,31.2925,30.832500000000003,31.395,30.305,31.8325,31.41,32.51,30.0675
30.825,30.6025,10.870000000000001,31.4175,31.927500000000002,30.064999999999998,32.065,31.587500000000002,31.814999999999998,30.865,31.7975,31.04,31.5675,31.7175,32.175000000000004,30.872500000000002
30.682499999999997,30.6,11.7325,31.325,31.195,30.062500000000004,32.265,31.76,31.955,29.910000000000004,31.4675,31.595,32.01,31.157500000000006,30.4825,30.595
31.410000000000004,30.5,13.444999999999999,31.64,32.042500000000004,30.419999999999998,32.394999999999996,32.93,32.145,29.865000000000002,31.87,30.917499999999997,31.5475,31.53,31.735,30.549999999999997
30.61,30.435,13.317499999999999,30.917500000000004,31.5525,29.835,31.802500000000002,31.0575,30.317500000000003,30.595,31.24,30.86,31.95,30.9375,31.985,30.267500000000002
31.11,30.57,15.93,31.252499999999998,31.74,30.475,32.22,31.45,31.805,31.167500000000004,31.545,30.9925,31.879999999999995,30.2475,32.68,30.735
30.6525,30.4775,21.215,31.2275,31.7725,30.655,32.06,31.485,31.372500000000002,30.485,31.930000000000003,31.21,32.0475,30.909999999999997,31.102500000000003,31.01
31.352500000000003,30.8825,11.5575,32.1,32.125,30.1475,32.145,31.91,32.89,30.48,32.2,30.8,31.767500000000002,30.9725,31.527500000000003,31.009999999999998
